sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11
the green dome give the purple cube to the grey sphere,give,grey Sphere,recipient ,green Dome,agent ,purple Cube,theme ,0.0000,0.8010,0.9150,0.0000,0.0000,0.7504,0.0000,0.0000,0.0000,0.0000,0.9943,0.9286,0.9633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9998,0.7936,0.0000,0.0000,0.3002,0.7952,0.8208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3221,0.0000,0.9342,0.9792,0.9963,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3387,0.3361,0.1000
the blue cone throw the yellow dome,throw,yellow Dome,theme ,purple Cube, ,blue Cone,agent ,0.0000,0.8448,0.4892,0.0000,0.0000,0.4351,0.0000,0.0000,0.0000,0.0000,0.0000,0.7645,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7923,0.9979,0.1390,0.0000,0.8292,0.0000,0.1033,0.0000,0.0000,0.0000,0.3018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9827,0.0215,0.9437,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.1000,0.1000,0.3339
the grey dome spin,spin,yellow Tower, ,purple Cone, ,grey Dome,agent ,0.0000,0.5040,0.6815,0.0000,0.0000,0.1855,0.0000,0.0000,0.0000,0.0000,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0366,0.0000,0.0000,0.0000,0.0000,0.0275,0.0330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0817,0.0190,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9717
the yellow cone give the blue cube to the red tower,give,yellow Cone,agent ,blue Cube,theme ,red Tower,recipient ,0.0000,0.7873,0.8024,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.9441,0.7909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4266,0.0000,0.7551,0.0000,0.7952,0.9997,0.7976,0.0000,0.0000,0.0000,0.0000,0.3205,0.0000,1.0000,0.0000,0.0000,0.0000,0.9784,0.9961,0.9072,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3287,0.1000,0.3457
the blue cylinder roll the purple tower,roll,blue Cylinder,agent ,purple Tower,theme ,red Cone, ,0.0000,0.5665,0.4051,0.0000,0.0000,0.5388,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1615,0.0000,0.4331,0.0000,0.2855,0.9916,0.9112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9219,0.9970,0.0209,0.0000,0.3119,0.0000,0.0000,0.0949,0.0000,0.3613,0.9510,0.1000
the red dome throw the yellow tower to the green sphere,throw,green Sphere,recipient ,yellow Tower,theme ,red Dome,agent ,0.0000,0.9150,0.4360,0.0000,0.0000,0.4566,0.0000,0.0000,0.0000,0.0000,1.0000,0.9618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8206,0.9978,0.7952,0.0000,0.9145,0.0131,0.0491,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.2929,0.0000,0.0000,0.0000,0.0185,0.9964,0.9472,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3534,0.1900,0.3475
the purple cube flip,flip,blue Sphere, ,purple Cube,agent ,red Cylinder, ,0.0000,0.2098,0.5020,0.0000,0.0000,0.6832,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1342,0.0000,0.0000,0.1874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.9857,0.0814,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8486,0.1000
the grey tower kick the blue dome to the yellow cube,kick,blue Dome,theme ,yellow Cube,recipient ,grey Tower,agent ,0.0000,0.9231,0.4888,0.0000,0.0000,0.4119,0.0000,0.0000,0.0000,0.0000,0.2998,0.9419,0.9911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.9999,0.0000,0.0000,0.9999,0.0357,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9754,0.0211,0.9280,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3551,0.3369
the red tower hop,hop,green Sphere, ,red Tower,agent ,blue Dome, ,0.0000,0.3463,0.5093,0.0000,0.0000,-0.1393,0.0000,0.0000,0.0000,0.0000,0.2731,0.2991,0.1045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4425,0.5643,0.0000,0.5121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0809,0.9915,0.0209,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the purple cylinder kick the red cone,kick,red Cone,theme ,purple Cylinder,agent ,yellow Sphere, ,0.0000,0.4854,0.8303,0.0000,0.0000,0.4033,0.0000,0.0000,0.0000,0.0000,0.9547,0.0000,0.0931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8335,0.8848,0.1175,0.0000,0.2886,0.0000,0.9953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9740,0.9223,0.0183,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.3496,0.1000
the red tower kick the yellow dome,kick,purple Cylinder, ,red Tower,agent ,yellow Dome,theme ,0.0000,0.4124,0.5451,0.0000,0.0000,0.5774,0.0000,0.0000,0.0000,0.0000,0.9245,0.0878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9704,0.3785,0.1289,0.0000,0.6884,0.0000,0.4701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0218,0.9151,0.9764,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.3573,0.1000
the yellow cone kick the grey cube,kick,yellow Cone,agent ,grey Cube,theme ,green Dome, ,0.0000,0.5313,0.4006,0.0000,0.0000,0.6196,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5642,0.0000,0.4802,0.9981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9285,0.9749,0.0195,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3398,0.1000,0.1000
the green cylinder flip,flip,grey Cone, ,green Cylinder,agent ,yellow Tower, ,0.0000,0.7654,0.4959,0.0000,0.0000,0.2699,0.0000,0.0000,0.0000,0.0000,1.0000,0.2997,0.0990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2598,0.0000,0.0118,0.0000,0.0000,0.1961,0.4020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0790,0.9793,0.0202,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8487,0.1000
the red tower kick the purple dome,kick,purple Dome,theme ,grey Sphere, ,red Tower,agent ,0.0000,0.7054,0.5022,0.0000,0.0000,0.3971,0.0000,0.0000,0.0000,0.0000,0.2997,0.9419,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6644,0.5220,0.0000,0.9877,0.4152,0.0919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9742,0.0189,0.9284,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.3363
the yellow cone hop,hop,grey Cylinder, ,yellow Cone,agent ,purple Tower, ,0.0000,0.5488,0.5145,0.0000,0.0000,0.9199,0.0000,0.0000,0.0000,0.0000,0.8414,0.0000,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8416,0.4714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.9919,0.0818,0.0000,0.8203,0.0000,0.0000,0.7214,0.0000,0.1000,0.1000,0.1531
the green cylinder roll the blue cube to the red tower,roll,red Tower,recipient ,blue Cube,theme ,green Cylinder,agent ,0.0000,0.8707,0.3940,0.0000,0.0000,0.4671,0.0000,0.0000,0.0000,0.0000,0.8103,0.9407,0.8542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6824,0.9906,0.4542,0.0000,0.8935,0.9967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3571,0.9898,0.9141,0.0000,0.4302,0.0000,0.0000,0.3846,0.0000,0.3502,0.9926,0.3609
the blue dome roll the red cube,roll,red Cube,theme ,blue Dome,agent ,yellow Cylinder, ,0.0000,0.3006,0.7353,0.0000,0.0000,0.4102,0.0000,0.0000,0.0000,0.0000,0.9547,0.0000,0.7742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7823,0.0000,0.0000,0.0000,0.3743,0.0037,0.9816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9954,0.9232,0.0201,0.2411,0.0000,0.0000,0.3232,0.0000,0.0000,0.8122,0.3528,0.1000
the blue cube throw the green cone,throw,blue Cube,agent ,green Cone,theme ,grey Sphere, ,0.0000,0.5960,0.3390,0.0000,0.0000,0.4887,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4769,0.9974,0.0000,0.8953,0.4346,0.0137,0.0000,0.0000,0.0000,0.0000,0.2929,0.0000,0.0000,0.0000,0.0000,0.0000,0.9079,0.9869,0.0202,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3683,0.1000,0.1000
the yellow cylinder roll the grey cone to the blue tower,roll,yellow Cylinder,agent ,grey Cone,theme ,blue Tower,recipient ,0.0000,0.4055,0.3893,0.0000,0.0000,0.8760,0.0000,0.0000,0.0000,0.0000,1.0000,0.2988,0.9440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9885,0.8227,0.0000,0.1397,0.9501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9072,0.9956,0.3557,0.0000,0.3745,0.0000,0.0000,0.3854,0.0000,0.3422,0.9885,0.3339
the yellow sphere spin,spin,yellow Sphere,agent ,green Tower, ,red Cone, ,0.0000,0.7077,0.2055,0.0000,0.0000,0.4969,0.0000,0.0000,0.0000,0.0000,0.1104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3626,0.3231,0.0000,0.0000,0.3001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0218,0.0801,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the green cube spin,spin,yellow Sphere, ,green Cube,agent ,purple Cone, ,0.0000,0.1876,0.4892,0.0000,0.0000,0.6982,0.0000,0.0000,0.0000,0.0000,0.2999,0.2949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0186,0.0190,0.0792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9906,0.1000
the red cone give the yellow cylinder to the blue dome,give,yellow Cylinder,theme ,blue Dome,recipient ,red Cone,agent ,0.0000,0.9150,0.7357,0.0000,0.0000,0.8032,0.0000,0.0000,0.0000,0.0000,0.9941,0.7932,0.9270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7951,0.8767,0.7919,0.0000,0.9997,0.4730,0.0000,0.0000,0.0000,1.0000,0.3205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.8782,0.9807,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3331,0.3447
the yellow cone hop,hop,grey Cube, ,yellow Cone,agent ,blue Tower, ,0.0000,0.5151,0.5080,0.0000,0.0000,0.8350,0.0000,0.0000,0.0000,0.0000,0.5207,0.0000,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4943,0.0000,0.2461,0.0000,0.8350,0.0302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0206,0.9915,0.0810,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the green cylinder kick the blue cone,kick,yellow Sphere, ,blue Cone,theme ,green Cylinder,agent ,0.0000,0.8785,0.4011,0.0000,0.0000,0.4743,0.0000,0.0000,0.0000,0.0000,1.0000,0.9346,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9917,0.2373,0.0000,0.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0186,0.9736,0.9286,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.3621
the green cube spin,spin,green Cube,agent ,grey Cylinder, ,purple Tower, ,0.0000,0.6815,0.1977,0.0000,0.0000,0.5159,0.0000,0.0000,0.0000,0.0000,0.0917,0.2999,0.2982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1257,0.1061,0.0000,0.0000,0.0932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0183,0.0819,0.0213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9957,0.1000,0.1000
the green cylinder spin,spin,red Sphere, ,yellow Tower, ,green Cylinder,agent ,0.0000,0.5043,0.2039,0.0000,0.0000,0.6996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3964,0.0000,0.0000,0.3995,0.4045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0191,0.0817,0.0217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9711
the purple tower roll the yellow dome to the blue cylinder,roll,yellow Dome,theme ,purple Tower,agent ,blue Cylinder,recipient ,0.0000,0.5026,0.9005,0.0000,0.0000,0.4076,0.0000,0.0000,0.0000,0.0000,0.9477,0.2995,0.9419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9709,0.9316,0.0000,0.0000,0.9975,0.4830,0.9837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9851,0.9344,0.2066,0.4309,0.0000,0.0000,0.3232,0.0000,0.0000,0.8780,0.3517,0.3340
the grey sphere throw the green tower,throw,green Tower,theme ,grey Sphere,agent ,yellow Cone, ,0.0000,0.4711,0.8803,0.0000,0.0000,0.4277,0.0000,0.0000,0.0000,0.0000,0.7689,0.2950,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9980,0.0000,0.0000,0.0000,0.0000,0.1731,0.8727,0.0000,0.0000,0.2958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9820,0.9480,0.0183,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.1000,0.3320,0.1000
the yellow dome roll the grey cylinder,roll,grey Cylinder,theme ,green Tower, ,yellow Dome,agent ,0.0000,0.7473,0.3519,0.0000,0.0000,0.3944,0.0000,0.0000,0.0000,0.0000,0.2990,0.9282,0.6670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8874,0.7930,0.0000,0.0000,0.9567,0.0000,0.1351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9942,0.0199,0.9153,0.2421,0.0000,0.0000,0.0000,0.0000,0.0000,0.8205,0.1000,0.3639
the green tower roll the blue cube,roll,blue Cube,theme ,green Tower,agent ,red Cylinder, ,0.0000,0.5388,0.4816,0.0000,0.0000,0.4049,0.0000,0.0000,0.0000,0.0000,0.9497,0.0000,0.8104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3615,0.0000,0.2397,0.0000,0.0000,0.9307,0.9955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.9159,0.0218,0.2418,0.0000,0.0000,0.0000,0.0000,0.0000,0.8667,0.3494,0.1000
the yellow dome give the purple tower to the red cylinder,give,yellow Dome,agent ,purple Tower,theme ,red Cylinder,recipient ,0.0000,0.8526,0.8002,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.4229,0.9892,0.7712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3907,0.7888,0.0000,0.7952,1.0000,0.7956,0.0000,0.0000,0.0000,0.0000,0.3205,0.0000,1.0000,0.0000,0.0000,0.0000,0.9548,0.9952,0.9749,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3364,0.1000,0.3572
the green cube hop,hop,green Cube,agent ,yellow Tower, ,blue Sphere, ,0.0000,0.6606,0.2987,0.0000,0.0000,0.5015,0.0000,0.0000,0.0000,0.0000,0.0937,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9101,0.4528,0.0000,0.0000,0.1571,0.0216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0804,0.0198,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the blue tower give the purple sphere to the yellow cube,give,purple Sphere,theme ,blue Tower,agent ,yellow Cube,recipient ,0.0000,0.8130,0.9150,0.0000,0.0000,0.8004,0.0000,0.0000,0.0000,0.0000,0.7877,1.0000,0.5936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7409,0.7952,0.2124,0.0000,0.0460,0.7960,0.9999,0.0000,0.0000,0.3221,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.9752,0.9521,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3519,0.3631
the green cylinder flip,flip,yellow Tower, ,green Cylinder,agent ,grey Sphere, ,0.0000,0.5860,0.5031,0.0000,0.0000,0.0929,0.0000,0.0000,0.0000,0.0000,0.8840,0.2992,0.1086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0815,0.9793,0.0191,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8442,0.1000
the green cylinder throw the blue cube,throw,green Cylinder,agent ,blue Cube,theme ,grey Cone, ,0.0000,0.5438,0.3791,0.0000,0.0000,0.6151,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9977,0.0000,0.1375,0.5737,0.0487,0.0000,0.0000,0.0000,0.0000,0.2433,0.0000,0.0000,0.0000,0.0000,0.0000,0.9293,0.9846,0.0217,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3078,0.1900,0.1000
the yellow cone give the blue cylinder to the purple tower,give,purple Tower,recipient ,blue Cylinder,theme ,yellow Cone,agent ,0.0000,0.9150,0.8031,0.0000,0.0000,0.8060,0.0000,0.0000,0.0000,0.0000,1.0000,0.9913,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7962,0.9999,0.7952,0.0000,0.7397,0.0000,0.2910,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3237,0.0000,0.0000,0.0000,0.9472,0.9961,0.9757,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.4103,0.1000,0.3604
the yellow cube spin,spin,purple Cylinder, ,yellow Cube,agent ,red Cone, ,0.0000,0.2031,0.5018,0.0000,0.0000,0.7012,0.0000,0.0000,0.0000,0.0000,0.2993,0.2977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3329,0.0000,0.3298,0.3348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0193,0.0214,0.0811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9882,0.1000
the red cone roll the green cylinder,roll,purple Cube, ,red Cone,agent ,green Cylinder,theme ,0.0000,0.4061,0.5070,0.0000,0.0000,0.3799,0.0000,0.0000,0.0000,0.0000,0.9327,0.9621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9744,0.0000,0.3076,0.0000,0.2899,0.9287,0.4956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0214,0.9220,0.9964,0.0000,0.0000,0.1641,0.0000,0.0000,0.0000,0.1000,0.3395,0.9251
the grey cylinder kick the green cone,kick,grey Cylinder,agent ,green Cone,theme ,yellow Dome, ,0.0000,0.4722,0.3873,0.0000,0.0000,0.8069,0.0000,0.0000,0.0000,0.0000,1.0000,0.2997,0.9496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4207,0.2258,0.7830,0.0000,0.0000,0.9779,0.3904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9163,0.9733,0.0184,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3478,0.1000,0.1000
the green cube throw the purple cone to the red cylinder,throw,red Cylinder,recipient ,green Cube,agent ,purple Cone,theme ,0.0000,0.4474,0.9150,0.0000,0.0000,0.4201,0.0000,0.0000,0.0000,0.0000,0.9670,0.3888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.8272,0.0305,0.0000,0.0854,0.7952,0.9198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2943,0.0000,0.0204,0.9379,0.9963,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3553,0.3508,0.1900
the purple cone flip,flip,green Cube, ,purple Cone,agent ,yellow Cylinder, ,0.0000,0.8180,0.4932,0.0000,0.0000,0.3188,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4598,0.4023,0.1862,0.0000,0.3456,0.0000,0.6191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0797,0.9857,0.0189,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8486,0.1000
the blue cone hop,hop,grey Tower, ,blue Cone,agent ,yellow Dome, ,0.0000,0.1232,0.4976,0.0000,0.0000,0.5215,0.0000,0.0000,0.0000,0.0000,0.0002,0.2979,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5174,0.0000,0.8214,0.2291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0215,0.9915,0.0780,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the purple cube throw the red dome to the yellow tower,throw,purple Cube,agent ,red Dome,theme ,yellow Tower,recipient ,0.0000,0.4680,0.4528,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3815,0.9090,0.0000,0.7950,0.9995,0.8152,0.0000,0.0000,0.0000,0.0000,0.3095,0.0000,1.0000,0.0000,0.0000,0.0000,0.9440,0.9961,0.0220,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3373,0.1900,0.3642
the yellow sphere hop,hop,yellow Sphere,agent ,green Cylinder, ,blue Dome, ,0.0000,0.3338,-0.1582,0.0000,0.0000,0.5017,0.0000,0.0000,0.0000,0.0000,0.1078,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0815,0.0188,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the purple dome kick the blue cylinder,kick,grey Cube, ,blue Cylinder,theme ,purple Dome,agent ,0.0000,0.8780,0.3978,0.0000,0.0000,0.4719,0.0000,0.0000,0.0000,0.0000,0.5202,0.9665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9917,0.2384,0.0000,0.8823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188,0.9734,0.9292,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.3441
the red tower give the blue cube to the grey dome,give,blue Cube,theme ,red Tower,agent ,grey Dome,recipient ,0.0000,0.8251,0.9150,0.0000,0.0000,0.8003,0.0000,0.0000,0.0000,0.0000,0.7848,1.0000,0.6019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7439,0.7952,0.1103,0.0000,0.1458,0.7952,1.0000,0.0000,0.0000,0.3237,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9959,0.9717,0.9628,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3566,0.3388
the green tower throw the yellow dome,throw,blue Cube, ,green Tower,agent ,yellow Dome,theme ,0.0000,0.4140,0.7815,0.0000,0.0000,0.4884,0.0000,0.0000,0.0000,0.0000,0.7439,0.2274,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7576,0.0962,0.0219,0.0000,0.0000,0.0000,0.9979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3126,0.0000,0.0185,0.9444,0.9827,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.1000,0.3414,0.1000
the green cone kick the yellow sphere,kick,green Cone,agent ,yellow Sphere,theme ,grey Tower, ,0.0000,0.5094,0.3953,0.0000,0.0000,0.6805,0.0000,0.0000,0.0000,0.0000,0.0989,0.0000,0.9548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2723,0.0000,0.6452,0.0000,0.0000,0.9985,0.6812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9219,0.9744,0.0189,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3609,0.1000,0.1000
