sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38
the blue cylinder kick the red dome,kick,green Tower, ,blue Cylinder,agent ,red Dome,theme ,0.0000,0.4044,0.6607,0.0000,0.0000,0.5244,0.0000,0.0000,0.0000,0.0000,0.9258,1.0000,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9935,0.0000,0.1539,0.0000,0.0000,0.7418,0.6210,0.0000,0.0212,0.9075,0.9749,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.3559,0.1000
the white tower spin,spin,red Cylinder, ,white Tower,agent ,green Cone, ,0.0000,0.1910,0.4900,0.0000,0.0000,0.7006,0.0000,0.0000,0.0000,0.0000,0.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,0.0199,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9909,0.1000
the red dome hop,hop,yellow Tower, ,white Cylinder, ,red Dome,agent ,0.0000,0.5027,0.7780,0.0000,0.0000,0.4459,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3931,0.0000,0.0000,0.0000,0.3096,0.0000,0.1310,0.0000,0.0816,0.0189,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the red cone roll the yellow sphere to the white cube,roll,white Cube,recipient ,red Cone,agent ,yellow Sphere,theme ,0.0000,0.3913,0.9000,0.0000,0.0000,0.4571,0.0000,0.0000,0.0000,0.0000,0.9657,0.5280,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9718,0.4611,0.9955,0.0000,0.0842,0.5257,0.8963,0.0000,0.2838,0.9289,0.9935,0.0000,0.0000,0.4282,0.0000,0.0000,0.4413,0.3565,0.3358,0.7852
the grey cube give the yellow cone to the red cylinder,give,grey Cube,agent ,red Cylinder,recipient ,yellow Cone,theme ,0.0000,0.8018,0.7513,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9529,1.0000,0.9964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2998,0.9998,0.0000,0.7938,0.8199,0.7952,0.0000,0.9797,0.9398,0.9964,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3445,0.3446,0.1000
the blue cube roll the white cone to the yellow dome,roll,blue Cube,agent ,white Cone,theme ,yellow Dome,recipient ,0.0000,0.4984,0.4012,0.0000,0.0000,0.8972,0.0000,0.0000,0.0000,0.0000,0.7770,0.9949,0.9633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9948,0.9434,0.0000,0.8824,0.9657,0.5896,0.0000,0.9340,0.9881,0.2846,0.0000,0.4298,0.0000,0.0000,0.3848,0.0000,0.3417,0.9079,0.3516
the grey tower spin,spin,grey Tower,agent ,green Dome, ,white Cylinder, ,0.0000,0.2094,0.7049,0.0000,0.0000,0.5044,0.0000,0.0000,0.0000,0.0000,0.0000,0.1023,0.2995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5678,0.0000,0.3147,0.5570,0.0000,0.0000,0.0215,0.0203,0.0805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9830,0.1000,0.1000
the yellow cone roll the grey sphere,roll,grey Sphere,theme ,yellow Cone,agent ,white Dome, ,0.0000,0.4282,0.3692,0.0000,0.0000,0.3986,0.0000,0.0000,0.0000,0.0000,0.9548,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2871,0.5961,0.9569,0.0000,0.0000,0.2903,0.9919,0.0000,0.9955,0.9225,0.0190,0.2421,0.0000,0.0000,0.0000,0.0000,0.0000,0.7710,0.3459,0.1000
the grey cone flip,flip,blue Tower, ,red Cube, ,grey Cone,agent ,0.0000,0.5098,0.6813,0.0000,0.0000,0.2103,0.0000,0.0000,0.0000,0.0000,0.2990,0.8485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0186,0.0000,0.0000,0.2661,0.0931,0.0000,0.0812,0.0207,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8486
the white cone roll the blue sphere,roll,green Cube, ,blue Sphere,theme ,white Cone,agent ,0.0000,0.4732,0.3989,0.0000,0.0000,0.3735,0.0000,0.0000,0.0000,0.0000,0.7888,0.9535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5126,0.9933,0.0000,0.0000,0.4309,0.0000,0.0000,0.0000,0.0198,0.9963,0.9288,0.0000,0.1650,0.0000,0.0000,0.0000,0.0000,0.1000,0.8532,0.3426
the grey cube hop,hop,grey Cube,agent ,white Sphere, ,yellow Cone, ,0.0000,0.8918,0.5480,0.0000,0.0000,0.4965,0.0000,0.0000,0.0000,0.0000,0.1026,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7366,0.0859,0.0000,0.9915,0.0802,0.0191,0.8203,0.0000,0.0000,0.8265,0.0000,0.0000,0.1000,0.1000,0.1000
the yellow sphere hop,hop,yellow Sphere,agent ,grey Cube, ,blue Cone, ,0.0000,-0.1035,0.3639,0.0000,0.0000,0.5142,0.0000,0.0000,0.0000,0.0000,0.2993,0.1061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0410,0.0000,0.0000,0.0000,0.9915,0.0212,0.0815,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the grey sphere throw the blue dome to the green cylinder,throw,grey Sphere,agent ,green Cylinder,recipient ,blue Dome,theme ,0.0000,0.4504,0.5140,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.0000,0.3943,0.9703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4307,0.0000,0.9983,0.0000,0.8189,0.9454,0.7952,0.0000,0.9444,0.0219,0.9952,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3516,0.3351,0.1000
the blue dome roll the grey cone to the white cylinder,roll,white Cylinder,recipient ,blue Dome,agent ,grey Cone,theme ,0.0000,0.4042,0.9126,0.0000,0.0000,0.4873,0.0000,0.0000,0.0000,0.0000,0.9176,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9563,0.0188,0.9920,0.0000,0.0000,0.9777,0.9613,0.0000,0.2053,0.9225,0.9719,0.0000,0.0000,0.4303,0.0000,0.0000,0.3845,0.3585,0.3393,0.9973
the yellow tower flip,flip,blue Sphere, ,yellow Tower,agent ,green Cone, ,0.0000,0.7359,0.4969,0.0000,0.0000,0.2534,0.0000,0.0000,0.0000,0.0000,0.2792,0.2997,0.1019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2039,0.0000,0.0000,0.0973,0.0000,0.2047,0.0000,0.0795,0.9857,0.0199,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8486,0.1000
the green cube spin,spin,grey Dome, ,green Cube,agent ,red Cone, ,0.0000,0.7153,0.5014,0.0000,0.0000,0.2167,0.0000,0.0000,0.0000,0.0000,0.0000,0.2991,0.1045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4404,0.4534,0.0000,0.4451,0.0000,0.0000,0.0000,0.0784,0.0215,0.0219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9740,0.1000
the blue cube throw the green dome,throw,white Cylinder, ,blue Cube,agent ,green Dome,theme ,0.0000,0.4353,0.8934,0.0000,0.0000,0.5102,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.4713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9189,0.4593,0.0046,0.0000,0.0000,0.0000,0.9892,0.0000,0.2057,0.9480,0.9847,0.0000,0.0000,0.6323,0.0000,0.0000,0.6051,0.1900,0.3440,0.0000
the yellow tower throw the grey cone,throw,red Cube, ,grey Cone,theme ,yellow Tower,agent ,0.0000,0.4557,0.3210,0.0000,0.0000,0.6119,0.0000,0.0000,0.0000,0.0000,0.0648,0.4292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0195,0.4065,0.0000,0.0000,0.9981,0.0000,0.0000,0.0000,0.0200,0.9876,0.8890,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.3451
the red cube roll the yellow sphere,roll,blue Dome, ,red Cube,agent ,yellow Sphere,theme ,0.0000,0.3849,0.5387,0.0000,0.0000,0.4183,0.0000,0.0000,0.0000,0.0000,0.9483,0.1862,0.2992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9764,0.7180,0.3294,0.0000,0.0000,0.0000,0.4762,0.0000,0.0180,0.9145,0.9938,0.0000,0.0000,0.3112,0.0000,0.0000,0.3242,0.1000,0.3336,0.8103
the blue dome kick the yellow cone to the white cylinder,kick,white Cylinder,recipient ,blue Dome,agent ,yellow Cone,theme ,0.0000,0.4096,0.9135,0.0000,0.0000,0.4961,0.0000,0.0000,0.0000,0.0000,0.9412,1.0000,0.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9848,0.0000,0.9969,0.0000,0.4664,1.0000,0.9853,0.0000,0.0211,0.9149,0.9743,0.0000,0.0000,0.6083,0.0000,0.0000,0.5320,0.3442,0.3451,0.1000
the yellow cone hop,hop,yellow Cone,agent ,blue Tower, ,grey Sphere, ,0.0000,0.5315,0.8764,0.0000,0.0000,0.4973,0.0000,0.0000,0.0000,0.0000,0.2997,0.0972,0.6806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0195,0.0000,0.6566,0.0000,0.0000,0.0000,0.1756,0.0000,0.9915,0.0183,0.0811,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the blue cone give the green tower to the grey sphere,give,green Tower,theme ,blue Cone,agent ,grey Sphere,recipient ,0.0000,0.7838,0.9150,0.0000,0.0000,0.8011,0.0000,0.0000,0.0000,0.0000,0.7920,0.9998,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7592,0.7952,0.4424,0.0000,0.0000,0.7971,0.9998,0.0000,0.9962,0.9794,0.9148,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3401,0.3396
the blue tower spin,spin,blue Tower,agent ,green Cube, ,yellow Dome, ,0.0000,0.6904,0.1928,0.0000,0.0000,0.5021,0.0000,0.0000,0.0000,0.0000,0.1034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2498,0.0000,0.0000,0.2307,0.4780,0.0000,0.0184,0.0803,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the yellow dome kick the blue cube to the grey cylinder,kick,blue Cube,theme ,yellow Dome,agent ,grey Cylinder,recipient ,0.0000,0.4824,0.9129,0.0000,0.0000,0.3953,0.0000,0.0000,0.0000,0.0000,0.9282,0.2988,0.5451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9846,0.9981,0.0000,0.0000,0.9968,0.3465,0.9838,0.0000,0.9770,0.9155,0.0204,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3535,0.3423
the green dome roll the white cone to the red cube,roll,white Cone,theme ,red Cube,recipient ,green Dome,agent ,0.0000,0.9006,0.4957,0.0000,0.0000,0.4027,0.0000,0.0000,0.0000,0.0000,0.2991,0.9282,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8648,0.9584,0.0000,0.0000,0.9837,0.4335,0.9979,0.0000,0.9859,0.2063,0.9152,0.4299,0.0000,0.0000,0.3848,0.0000,0.0000,0.8398,0.3507,0.3390
the red tower hop,hop,green Sphere, ,red Tower,agent ,blue Cone, ,0.0000,0.3568,0.4948,0.0000,0.0000,-0.1297,0.0000,0.0000,0.0000,0.0000,0.2987,0.0000,0.0948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2152,0.0000,0.1135,0.0163,0.0000,0.0000,0.0800,0.9915,0.0189,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the grey sphere roll the white cube,roll,white Cube,theme ,green Dome, ,grey Sphere,agent ,0.0000,0.7466,0.3472,0.0000,0.0000,0.4076,0.0000,0.0000,0.0000,0.0000,0.2998,0.9593,0.6563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8797,0.7625,0.3314,0.0000,0.9884,0.9416,0.0963,0.0000,0.9947,0.0205,0.9291,0.1652,0.0000,0.0000,0.0000,0.0000,0.0000,0.7907,0.1000,0.3397
the green tower roll the grey cube,roll,yellow Dome, ,green Tower,agent ,grey Cube,theme ,0.0000,0.3937,0.7900,0.0000,0.0000,0.3144,0.0000,0.0000,0.0000,0.0000,0.9163,0.9652,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9954,0.0000,0.0373,0.0000,0.5740,0.8108,0.8083,0.0000,0.0192,0.9082,0.9960,0.0000,0.0000,0.2407,0.0000,0.0000,0.2557,0.1000,0.3455,0.8205
the white cylinder flip,flip,red Cube, ,white Cylinder,agent ,grey Cone, ,0.0000,0.2674,0.4861,0.0000,0.0000,0.7757,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.2989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5101,0.2455,0.0000,0.0000,0.0000,0.0000,0.3911,0.0000,0.0180,0.9792,0.0792,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8364,0.1000
the blue sphere spin,spin,green Cone, ,blue Sphere,agent ,white Tower, ,0.0000,0.6957,0.5056,0.0000,0.0000,0.2013,0.0000,0.0000,0.0000,0.0000,0.0000,0.3000,0.1005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3773,0.0000,0.0000,0.0000,0.0000,0.1234,0.3797,0.0000,0.0817,0.0209,0.0194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9824,0.1000
the grey cube throw the red dome to the blue tower,throw,red Dome,theme ,blue Tower,recipient ,grey Cube,agent ,0.0000,0.9150,0.4023,0.0000,0.0000,0.4374,0.0000,0.0000,0.0000,0.0000,0.2956,0.7690,0.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9253,0.8275,0.0000,0.9963,0.1514,0.0000,0.0000,0.9963,0.0198,0.9469,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1000,0.3469,0.3591
the red cylinder hop,hop,white Dome, ,green Cube, ,red Cylinder,agent ,0.0000,0.5054,0.6893,0.0000,0.0000,0.2316,0.0000,0.0000,0.0000,0.0000,0.2987,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3209,0.0000,0.0293,0.0000,0.0000,0.0000,0.0796,0.0214,0.9841,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.1000,0.1000
the white tower hop,hop,white Tower,agent ,yellow Cylinder, ,blue Cube, ,0.0000,0.3581,-0.1298,0.0000,0.0000,0.4991,0.0000,0.0000,0.0000,0.0000,0.0983,0.2999,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1930,0.0000,0.9915,0.0796,0.0202,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the red sphere kick the blue cylinder,kick,red Sphere,agent ,blue Cylinder,theme ,yellow Cube, ,0.0000,0.4673,0.3922,0.0000,0.0000,0.9235,0.0000,0.0000,0.0000,0.0000,1.0000,0.5613,0.9496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0255,0.0007,0.9819,0.0000,0.0000,0.9656,0.1047,0.0000,0.9159,0.9733,0.1162,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3366,0.1000,0.1232
the yellow sphere hop,hop,yellow Sphere,agent ,grey Cone, ,red Dome, ,0.0000,0.5382,0.9029,0.0000,0.0000,0.5002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0993,0.9636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9269,0.7812,0.0000,0.4460,0.0000,0.0000,0.0000,0.9938,0.0203,0.0797,0.8203,0.0000,0.0000,0.7214,0.0000,0.0000,0.1000,0.1000,0.1267
the grey cylinder spin,spin,green Tower, ,grey Cylinder,agent ,yellow Sphere, ,0.0000,0.6991,0.5093,0.0000,0.0000,0.2089,0.0000,0.0000,0.0000,0.0000,0.2978,0.0000,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4511,0.5026,0.0000,0.4706,0.0000,0.0000,0.0000,0.0800,0.0200,0.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9948,0.1000
the yellow sphere give the blue cube to the grey cylinder,give,blue Cube,theme ,grey Cylinder,recipient ,yellow Sphere,agent ,0.0000,0.9150,0.8188,0.0000,0.0000,0.8002,0.0000,0.0000,0.0000,0.0000,1.0000,0.7850,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7416,0.7954,0.0000,1.0000,0.1638,0.0944,0.0000,0.9960,0.9542,0.9712,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3372,0.3537
the grey cone spin,spin,red Tower, ,grey Cone,agent ,yellow Sphere, ,0.0000,0.7009,0.5130,0.0000,0.0000,0.2146,0.0000,0.0000,0.0000,0.0000,0.2978,0.0000,0.0907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5844,0.0000,0.0000,0.0000,0.0000,0.2710,0.5501,0.0000,0.0816,0.0220,0.0209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,1.0000,0.1000
the red sphere give the green cylinder to the blue tower,give,green Cylinder,theme ,red Sphere,agent ,blue Tower,recipient ,0.0000,0.7700,0.9150,0.0000,0.0000,0.8012,0.0000,0.0000,0.0000,0.0000,0.7875,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7790,0.7952,0.1410,0.0000,0.0796,0.7947,1.0000,0.0000,0.9963,0.9733,0.9550,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3400,0.3585
the yellow sphere roll the blue cone to the white cylinder,roll,white Cylinder,recipient ,yellow Sphere,agent ,blue Cone,theme ,0.0000,0.3657,0.8986,0.0000,0.0000,0.3891,0.0000,0.0000,0.0000,0.0000,0.9227,0.8271,0.2965,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9666,0.0000,0.9957,0.0000,0.5975,0.2005,0.8690,0.0000,0.6169,0.9151,0.9907,0.0000,0.0000,0.2408,0.0000,0.0000,0.2550,0.3490,0.3478,0.8641
the blue cone throw the white cube,throw,yellow Dome, ,blue Cone,agent ,white Cube,theme ,0.0000,0.4250,0.7762,0.0000,0.0000,0.5020,0.0000,0.0000,0.0000,0.0000,0.7304,0.2138,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7459,0.0908,0.0000,0.0000,0.0000,0.3285,0.9975,0.0000,0.0213,0.9396,0.9832,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.1000,0.3382,0.0000
the red cone roll the white sphere,roll,green Dome, ,red Cone,agent ,white Sphere,theme ,0.0000,0.4060,0.6864,0.0000,0.0000,0.2507,0.0000,0.0000,0.0000,0.0000,0.9263,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9670,0.0000,0.1004,0.0000,0.0000,0.0000,0.7720,0.0000,0.0205,0.9225,0.9968,0.0000,0.0000,0.3113,0.0000,0.0000,0.0000,0.1000,0.3374,1.0000
the blue tower spin,spin,yellow Sphere, ,blue Tower,agent ,white Dome, ,0.0000,0.1864,0.5055,0.0000,0.0000,0.6808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3912,0.1396,0.0000,0.0000,0.0000,0.0000,0.3779,0.0000,0.0191,0.0182,0.0819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9685,0.1000
the green cube roll the yellow cylinder,roll,yellow Cylinder,theme ,green Cube,agent ,grey Sphere, ,0.0000,0.2334,0.6648,0.0000,0.0000,0.4057,0.0000,0.0000,0.0000,0.0000,0.9496,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7443,0.0000,0.0000,0.0000,0.3973,0.3410,0.9832,0.0000,0.9965,0.9158,0.0213,0.1653,0.0000,0.0000,0.0000,0.0000,0.0000,0.8156,0.3494,0.1000
the grey cylinder kick the white sphere to the green tower,kick,grey Cylinder,agent ,white Sphere,theme ,green Tower,recipient ,0.0000,0.4747,0.3993,0.0000,0.0000,0.9246,0.0000,0.0000,0.0000,0.0000,0.1822,0.2996,0.9282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0181,0.9962,0.9809,0.0000,0.9990,0.9802,0.0000,0.0000,0.9150,0.9737,0.2054,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3425,0.1000,0.3516
the blue cylinder roll the yellow cube,roll,blue Cylinder,agent ,grey Cone, ,yellow Cube,theme ,0.0000,0.4022,0.4660,0.0000,0.0000,0.9139,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.9766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2684,0.4073,0.9602,0.0000,0.0000,0.9984,0.0000,0.0000,0.9153,0.5300,0.9862,0.0000,0.0000,0.4288,0.0000,0.0000,0.1801,0.3596,0.1000,0.8155
the red dome roll the grey sphere to the yellow cone,roll,grey Sphere,theme ,yellow Cone,recipient ,red Dome,agent ,0.0000,0.8969,0.4716,0.0000,0.0000,0.3726,0.0000,0.0000,0.0000,0.0000,1.0000,0.9378,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9369,0.9694,0.2501,0.0000,0.9805,0.0000,0.9956,0.0000,0.9902,0.3544,0.8980,0.4274,0.0000,0.0000,0.4406,0.0000,0.0000,0.8501,0.3455,0.3404
the blue dome kick the white cylinder to the grey tower,kick,white Cylinder,theme ,grey Tower,recipient ,blue Dome,agent ,0.0000,0.9134,0.4873,0.0000,0.0000,0.4007,0.0000,0.0000,0.0000,0.0000,0.0000,0.9592,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9966,0.9810,0.0000,0.0000,0.9810,0.3058,0.9964,0.0000,0.9772,0.0186,0.9294,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3253,0.3373
the green cylinder throw the white sphere to the blue dome,throw,green Cylinder,agent ,white Sphere,theme ,blue Dome,recipient ,0.0000,0.4778,0.4418,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.2995,0.7694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5551,0.9175,0.0000,0.7952,1.0000,0.8158,0.0000,0.9485,0.9952,0.0183,0.0000,0.6323,0.0000,0.0000,0.6053,0.0000,0.3377,0.1000,0.3449
the green cone spin,spin,blue Cube, ,green Cone,agent ,red Cylinder, ,0.0000,0.6936,0.5083,0.0000,0.0000,0.2019,0.0000,0.0000,0.0000,0.0000,0.2990,0.0000,0.0957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0384,0.2209,0.2187,0.0000,0.2201,0.0000,0.0370,0.0000,0.0808,0.0195,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,1.0000,0.1000
the white dome spin,spin,red Cube, ,grey Sphere, ,white Dome,agent ,0.0000,0.4983,0.1891,0.0000,0.0000,0.6906,0.0000,0.0000,0.0000,0.0000,0.0000,0.2992,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4022,0.0000,0.0000,0.4144,0.4342,0.0000,0.0189,0.0807,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the green tower flip,flip,green Tower,agent ,grey Dome, ,yellow Cone, ,0.0000,0.5678,0.0703,0.0000,0.0000,0.5009,0.0000,0.0000,0.0000,0.0000,0.1028,0.2994,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0434,0.0000,0.0000,0.0780,0.0000,0.0000,0.0000,0.9857,0.0804,0.0198,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8666,0.1000,0.1000
the grey dome throw the red cylinder,throw,red Cylinder,theme ,white Tower, ,grey Dome,agent ,0.0000,0.6025,0.5457,0.0000,0.0000,0.3713,0.0000,0.0000,0.0000,0.0000,0.2945,0.7486,0.1125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4536,0.9972,0.0516,0.0000,0.5633,0.0000,0.0000,0.0000,0.9849,0.0215,0.9219,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.1000,0.3614
the grey tower roll the red cube to the green cylinder,roll,green Cylinder,recipient ,red Cube,theme ,grey Tower,agent ,0.0000,0.8992,0.4096,0.0000,0.0000,0.5065,0.0000,0.0000,0.0000,0.0000,0.8166,0.9665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9919,0.9815,0.0000,0.9960,0.9981,0.1889,0.0000,0.0217,0.9851,0.9293,0.0000,0.4308,0.0000,0.0000,0.3232,0.0000,0.3525,0.8654,0.3383
the grey cube give the green cylinder to the blue tower,give,green Cylinder,theme ,grey Cube,agent ,blue Tower,recipient ,0.0000,0.8104,0.9150,0.0000,0.0000,0.8031,0.0000,0.0000,0.0000,0.0000,0.7722,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7380,0.7952,0.0000,0.0000,0.4148,0.7946,1.0000,0.0000,0.9956,0.9514,0.9741,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3523,0.3512
the green dome throw the blue tower,throw,green Dome,agent ,yellow Cube, ,blue Tower,theme ,0.0000,0.3831,0.5546,0.0000,0.0000,0.6022,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2943,0.0000,0.5579,0.0000,0.0458,0.9972,0.0000,0.0000,0.9142,0.0210,0.9853,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.3477,0.1000,0.0000
the blue tower throw the red cone,throw,red Cone,theme ,green Dome, ,blue Tower,agent ,0.0000,0.4546,0.6223,0.0000,0.0000,0.3281,0.0000,0.0000,0.0000,0.0000,0.0000,0.7307,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3434,0.9980,0.0196,0.0000,0.3994,0.0000,0.0000,0.0000,0.9878,0.0210,0.8895,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.1000,0.3476
